date,state,demand
2024-02-15,Karnataka,16118.0
2024-02-16,Karnataka,16050.0
2024-02-17,Karnataka,15548.0
2024-02-18,Karnataka,15450.0
2024-02-19,Karnataka,16204.0
2024-02-20,Karnataka,16350.0
2024-02-21,Karnataka,16345.0
2024-02-22,Karnataka,16154.0
2024-02-23,Karnataka,16325.0
2024-02-24,Karnataka,16411.0
2024-02-25,Karnataka,15075.0
2024-02-26,Karnataka,15756.0
2024-02-27,Karnataka,16214.0
2024-02-28,Karnataka,16632.0
2024-02-29,Karnataka,16466.0
2024-03-01,Karnataka,16692.0
2024-03-02,Karnataka,16165.0
2024-03-03,Karnataka,15769.0
2024-03-04,Karnataka,16618.0
2024-03-05,Karnataka,16812.0
2024-03-06,Karnataka,16790.0
2024-03-07,Karnataka,16818.0
2024-03-08,Karnataka,17178.0
2024-03-09,Karnataka,16331.0
2024-03-10,Karnataka,15161.0
2024-03-11,Karnataka,17110.0
2024-03-12,Karnataka,17220.0
2024-03-13,Karnataka,16951.0
2024-03-14,Karnataka,16740.0
2024-03-15,Karnataka,16809.0
2024-03-16,Karnataka,16493.0
2024-03-17,Karnataka,15322.0
2024-03-18,Karnataka,16583.0
2024-03-19,Karnataka,16252.0
2024-03-20,Karnataka,16335.0
2024-03-21,Karnataka,16040.0
2024-03-22,Karnataka,16850.0
2024-03-23,Karnataka,15651.0
2024-03-24,Karnataka,15200.0
2024-03-25,Karnataka,16272.0
2024-03-26,Karnataka,16616.0
2024-03-27,Karnataka,16852.0
2024-03-28,Karnataka,16525.0
2024-03-29,Karnataka,16520.0
2024-03-30,Karnataka,16348.0
2024-03-31,Karnataka,15077.0
2024-04-01,Karnataka,16667.0
2024-04-02,Karnataka,16611.0
2024-04-03,Karnataka,16981.0
2024-04-04,Karnataka,16985.0
2024-04-05,Karnataka,16985.0
2024-04-06,Karnataka,16637.0
2024-04-07,Karnataka,15565.0
2024-04-08,Karnataka,16714.0
2024-04-09,Karnataka,15420.0
2024-04-10,Karnataka,16224.0
2024-04-11,Karnataka,16152.0
2024-04-12,Karnataka,16189.0
2024-04-13,Karnataka,15415.0
2024-04-14,Karnataka,14227.0
2024-04-15,Karnataka,15603.0
2024-04-16,Karnataka,16040.0
2024-04-17,Karnataka,16719.0
2024-04-18,Karnataka,16541.0
2024-04-19,Karnataka,15656.0
2024-04-20,Karnataka,13641.0
2024-04-21,Karnataka,13157.0
2024-04-22,Karnataka,15380.0
2024-04-23,Karnataka,15186.0
2024-04-24,Karnataka,15639.0
2024-04-25,Karnataka,16440.0
2024-04-26,Karnataka,15251.0
2024-04-27,Karnataka,16181.0
2024-04-28,Karnataka,15359.0
2022-01-01,Gujarat,16595.0
2022-01-02,Gujarat,16445.0
2022-01-03,Gujarat,16955.0
2022-01-04,Gujarat,16947.0
2022-01-05,Gujarat,16319.0
2022-01-06,Gujarat,15649.0
2022-01-07,Gujarat,16447.0
2022-01-08,Gujarat,16310.0
2022-01-09,Gujarat,15891.0
2022-01-10,Gujarat,16937.0
2022-01-11,Gujarat,16697.0
2022-01-12,Gujarat,16237.0
2022-01-13,Gujarat,17066.0
2022-01-14,Gujarat,12857.0
2022-01-15,Gujarat,15163.0
2022-01-16,Gujarat,16340.0
2022-01-17,Gujarat,17320.0
2022-01-18,Gujarat,17680.0
2022-01-19,Gujarat,17062.0
2022-01-20,Gujarat,17586.0
2022-01-21,Gujarat,16938.0
2022-01-22,Gujarat,16621.0
2022-01-23,Gujarat,16321.0
2022-01-24,Gujarat,16999.0
2022-01-25,Gujarat,17374.0
2022-01-26,Gujarat,15976.0
2022-01-27,Gujarat,17148.0
2022-01-28,Gujarat,17382.0
2022-01-29,Gujarat,16919.0
2022-01-30,Gujarat,16657.0
2022-01-31,Gujarat,17096.0
2022-02-01,Gujarat,16709.0
2022-02-02,Gujarat,16307.0
2022-02-03,Gujarat,16451.0
2022-02-04,Gujarat,16586.0
2022-02-05,Gujarat,16504.0
2022-02-06,Gujarat,16500.0
2022-02-07,Gujarat,16804.0
2022-02-08,Gujarat,16932.0
2022-02-09,Gujarat,16755.0
2022-02-10,Gujarat,16728.0
2022-02-11,Gujarat,16844.0
2022-02-12,Gujarat,16666.0
2022-02-13,Gujarat,16664.0
2022-02-14,Gujarat,16897.0
2022-02-15,Gujarat,16664.0
2022-02-16,Gujarat,16415.0
2022-02-17,Gujarat,16652.0
2022-02-18,Gujarat,17114.0
2022-02-19,Gujarat,17117.0
2022-02-20,Gujarat,16703.0
2022-02-21,Gujarat,17456.0
2022-02-22,Gujarat,17103.0
2022-02-23,Gujarat,16773.0
2022-02-24,Gujarat,17197.0
2022-02-25,Gujarat,16929.0
2022-02-26,Gujarat,17160.0
2022-02-27,Gujarat,16571.0
2022-02-28,Gujarat,17374.0
2022-03-01,Gujarat,16471.0
2022-03-02,Gujarat,16673.0
2022-03-03,Gujarat,16952.0
2022-03-04,Gujarat,16999.0
2022-03-05,Gujarat,17345.0
2022-03-06,Gujarat,17056.0
2022-03-07,Gujarat,17771.0
2022-03-08,Gujarat,17785.0
2022-03-09,Gujarat,17413.0
2022-03-10,Gujarat,17681.0
2022-03-11,Gujarat,18591.0
2022-03-12,Gujarat,18504.0
2022-03-13,Gujarat,17325.0
2022-03-14,Gujarat,18196.0
2022-03-15,Gujarat,18714.0
2022-03-16,Gujarat,18817.0
2022-03-17,Gujarat,18402.0
2022-03-18,Gujarat,16247.0
2022-03-19,Gujarat,17294.0
2022-03-20,Gujarat,17594.0
2022-03-21,Gujarat,18530.0
2022-03-22,Gujarat,17922.0
2022-03-23,Gujarat,18038.0
2022-03-24,Gujarat,18633.0
2022-03-25,Gujarat,18875.0
2022-03-26,Gujarat,18859.0
2022-03-27,Gujarat,17368.0
2022-03-28,Gujarat,18762.0
2022-03-29,Gujarat,19263.0
2022-03-30,Gujarat,18691.0
2022-03-31,Gujarat,19301.0
2022-04-01,Gujarat,18914.0
2022-04-02,Gujarat,19259.0
2022-04-03,Gujarat,18224.0
2022-04-04,Gujarat,19836.0
2022-04-05,Gujarat,19538.0
2022-04-06,Gujarat,19560.0
2022-04-07,Gujarat,19982.0
2022-04-08,Gujarat,20277.0
2022-04-09,Gujarat,20227.0
2022-04-10,Gujarat,19086.0
2022-04-11,Gujarat,19978.0
2022-04-12,Gujarat,20031.0
2022-04-13,Gujarat,19989.0
2022-04-14,Gujarat,20197.0
2022-04-15,Gujarat,19509.0
2022-04-16,Gujarat,19819.0
2022-04-17,Gujarat,19130.0
2022-04-18,Gujarat,20457.0
2022-04-19,Gujarat,19786.0
2022-04-20,Gujarat,19445.0
2022-04-21,Gujarat,20152.0
2022-04-22,Gujarat,20264.5
2022-04-23,Gujarat,20377.0
2022-04-24,Gujarat,19412.0
2022-04-25,Gujarat,20222.0
2022-04-26,Gujarat,20535.0
2022-04-27,Gujarat,20543.0
2022-04-28,Gujarat,20935.0
2022-04-29,Gujarat,21382.0
2022-04-30,Gujarat,21017.0
2022-05-01,Gujarat,19614.0
2022-05-02,Gujarat,20631.0
2022-05-03,Gujarat,19959.0
2022-05-04,Gujarat,20195.0
2022-05-05,Gujarat,20265.0
2022-05-06,Gujarat,20630.0
2022-05-07,Gujarat,20337.0
2022-05-08,Gujarat,19039.0
2022-05-09,Gujarat,20395.0
2022-05-10,Gujarat,20306.0
2022-05-11,Gujarat,20519.0
2022-05-12,Gujarat,20769.0
2022-05-13,Gujarat,20226.0
2022-05-14,Gujarat,20277.0
2022-05-15,Gujarat,18913.0
2022-05-16,Gujarat,20053.0
2022-05-17,Gujarat,20117.0
2022-05-18,Gujarat,19545.0
2022-05-19,Gujarat,19597.0
2022-05-20,Gujarat,20119.0
2022-05-21,Gujarat,18851.0
2022-05-22,Gujarat,17483.0
2022-05-23,Gujarat,19206.0
2022-05-24,Gujarat,19524.0
2022-05-25,Gujarat,19719.0
2022-05-26,Gujarat,19614.0
2022-05-27,Gujarat,19214.0
2022-05-28,Gujarat,19864.0
2022-05-29,Gujarat,19008.0
2022-05-30,Gujarat,19008.0
2022-05-31,Gujarat,20062.0
2022-06-01,Gujarat,19586.0
2022-06-02,Gujarat,20382.0
2022-06-03,Gujarat,20075.0
2022-06-04,Gujarat,20605.0
2022-06-05,Gujarat,19132.0
2022-06-06,Gujarat,20682.0
2022-06-07,Gujarat,21189.0
2022-06-08,Gujarat,20951.0
2022-06-09,Gujarat,21047.0
2022-06-10,Gujarat,21236.0
2022-06-11,Gujarat,20476.0
2022-06-12,Gujarat,18588.0
2022-06-13,Gujarat,18325.0
2022-06-14,Gujarat,18187.5
2022-06-15,Gujarat,18050.0
2022-06-16,Gujarat,18921.0
2022-06-17,Gujarat,19519.0
2022-06-18,Gujarat,19271.0
2022-06-19,Gujarat,18622.0
2022-06-20,Gujarat,19372.0
2022-06-21,Gujarat,19239.0
2022-06-22,Gujarat,18619.0
2022-06-23,Gujarat,18515.0
2022-06-24,Gujarat,18973.0
2022-06-25,Gujarat,19319.0
2022-06-26,Gujarat,18508.0
2022-06-27,Gujarat,18561.0
2022-06-28,Gujarat,18495.0
2022-06-29,Gujarat,18629.0
2022-06-30,Gujarat,18940.0
2022-07-01,Gujarat,17428.0
2022-07-02,Gujarat,15689.0
2022-07-03,Gujarat,14914.0
2022-07-04,Gujarat,16466.0
2022-07-05,Gujarat,16329.0
2022-07-06,Gujarat,14877.0
2022-07-07,Gujarat,15642.0
2022-07-08,Gujarat,14583.0
2022-07-09,Gujarat,14915.0
2022-07-10,Gujarat,13401.0
2022-07-11,Gujarat,14289.0
2022-07-12,Gujarat,14039.0
2022-07-13,Gujarat,13954.0
2022-07-14,Gujarat,14298.0
2022-07-15,Gujarat,14168.0
2022-07-16,Gujarat,14641.0
2022-07-17,Gujarat,13670.0
2022-07-18,Gujarat,14580.0
2022-07-19,Gujarat,14640.0
2022-07-20,Gujarat,14163.0
2022-07-21,Gujarat,15297.0
2022-07-22,Gujarat,14954.0
2022-07-23,Gujarat,14992.0
2022-07-24,Gujarat,13048.0
2022-07-25,Gujarat,14646.0
2022-07-26,Gujarat,14778.0
2022-07-27,Gujarat,14017.0
2022-07-28,Gujarat,15330.0
2022-07-29,Gujarat,15209.0
2022-07-30,Gujarat,15846.0
2022-07-31,Gujarat,14890.0
2022-08-01,Gujarat,15958.0
2022-08-02,Gujarat,15936.0
2022-08-03,Gujarat,16126.0
2022-08-04,Gujarat,16370.0
2022-08-05,Gujarat,15646.0
2022-08-06,Gujarat,15710.0
2022-08-07,Gujarat,14454.0
2022-08-08,Gujarat,15257.0
2022-08-09,Gujarat,15370.0
2022-08-10,Gujarat,15050.0
2022-08-11,Gujarat,13601.0
2022-08-12,Gujarat,13718.0
2022-08-13,Gujarat,14199.0
2022-08-14,Gujarat,13787.0
2022-08-15,Gujarat,12854.0
2022-08-16,Gujarat,14602.0
2022-08-17,Gujarat,13460.0
2022-08-18,Gujarat,12768.0
2022-08-19,Gujarat,11349.0
2022-08-20,Gujarat,12614.0
2022-08-21,Gujarat,12806.0
2022-08-22,Gujarat,14537.0
2022-08-23,Gujarat,14644.0
2022-08-24,Gujarat,14341.0
2022-08-25,Gujarat,14898.0
2022-08-26,Gujarat,15333.0
2022-08-27,Gujarat,15249.0
2022-08-28,Gujarat,15424.0
2022-08-29,Gujarat,16550.0
2022-08-30,Gujarat,17632.0
2022-08-31,Gujarat,17321.0
2022-09-01,Gujarat,17415.0
2022-09-02,Gujarat,18195.0
2022-09-03,Gujarat,19340.0
2022-09-04,Gujarat,18089.0
2022-09-05,Gujarat,19354.0
2022-09-06,Gujarat,19357.0
2022-09-07,Gujarat,19836.0
2022-09-08,Gujarat,20331.0
2022-09-09,Gujarat,18524.0
2022-09-10,Gujarat,18795.0
2022-09-11,Gujarat,15671.0
2022-09-12,Gujarat,15957.0
2022-09-13,Gujarat,15044.0
2022-09-14,Gujarat,14644.0
2022-09-15,Gujarat,14862.0
2022-09-16,Gujarat,15326.0
2022-09-17,Gujarat,15374.0
2022-09-18,Gujarat,14730.0
2022-09-19,Gujarat,16624.0
2022-09-20,Gujarat,16939.0
2022-09-21,Gujarat,17139.0
2022-09-22,Gujarat,18522.0
2022-09-23,Gujarat,18770.0
2022-09-24,Gujarat,19073.0
2022-09-25,Gujarat,18477.0
2022-09-26,Gujarat,19936.0
2022-09-27,Gujarat,19507.0
2022-09-28,Gujarat,20011.0
2022-09-29,Gujarat,20166.0
2022-09-30,Gujarat,20341.0
2022-10-01,Gujarat,20125.0
2022-10-02,Gujarat,19002.0
2022-10-03,Gujarat,19952.0
2022-10-04,Gujarat,20254.0
2022-10-05,Gujarat,18473.0
2022-10-06,Gujarat,20161.0
2022-10-07,Gujarat,19578.0
2022-10-08,Gujarat,18865.0
2022-10-09,Gujarat,17991.0
2022-10-10,Gujarat,19017.0
2022-10-11,Gujarat,19219.0
2022-10-12,Gujarat,18954.0
2022-10-13,Gujarat,19218.0
2022-10-14,Gujarat,19213.0
2022-10-15,Gujarat,19197.0
2022-10-16,Gujarat,17979.0
2022-10-17,Gujarat,19263.0
2022-10-18,Gujarat,19907.0
2022-10-19,Gujarat,19853.0
2022-10-20,Gujarat,20061.0
2022-10-21,Gujarat,19150.0
2022-10-22,Gujarat,17814.0
2022-10-23,Gujarat,15848.0
2022-10-24,Gujarat,13784.0
2022-10-25,Gujarat,13204.0
2022-10-26,Gujarat,12522.0
2022-10-27,Gujarat,14763.0
2022-10-28,Gujarat,15384.0
2022-10-29,Gujarat,16146.0
2022-10-30,Gujarat,16011.0
2022-10-31,Gujarat,17300.0
2022-11-01,Gujarat,17838.0
2022-11-02,Gujarat,17955.0
2022-11-03,Gujarat,18354.0
2022-11-04,Gujarat,18496.0
2022-11-05,Gujarat,18947.0
2022-11-06,Gujarat,18340.0
2022-11-07,Gujarat,19540.0
2022-11-08,Gujarat,19267.0
2022-11-09,Gujarat,18788.0
2022-11-10,Gujarat,19394.0
2022-11-11,Gujarat,19462.0
2022-11-12,Gujarat,19674.0
2022-11-13,Gujarat,18290.0
2022-11-14,Gujarat,19518.0
2022-11-15,Gujarat,19448.0
2022-11-16,Gujarat,19485.0
2022-11-17,Gujarat,19485.0
2022-11-18,Gujarat,19395.0
2022-11-19,Gujarat,19077.0
2022-11-20,Gujarat,18499.0
2022-11-21,Gujarat,19704.0
2022-11-22,Gujarat,19518.0
2022-11-23,Gujarat,18920.0
2022-11-24,Gujarat,19648.0
2022-11-25,Gujarat,19386.0
2022-11-26,Gujarat,19447.0
2022-11-27,Gujarat,18644.0
2022-11-28,Gujarat,19424.0
2022-11-29,Gujarat,19268.0
2022-11-30,Gujarat,18891.5
2022-12-01,Gujarat,18515.0
2022-12-02,Gujarat,18865.0
2022-12-03,Gujarat,19215.0
2022-12-04,Gujarat,18438.0
2022-12-05,Gujarat,18160.0
2022-12-06,Gujarat,19299.0
2022-12-07,Gujarat,19404.0
2022-12-08,Gujarat,19231.0
2022-12-09,Gujarat,18493.0
2022-12-10,Gujarat,18493.0
2022-12-11,Gujarat,18059.0
2022-12-12,Gujarat,19094.0
2022-12-13,Gujarat,19333.0
2022-12-14,Gujarat,18844.0
2022-12-15,Gujarat,19790.0
2022-12-16,Gujarat,19153.0
2022-12-17,Gujarat,19875.0
2022-12-18,Gujarat,18790.0
2022-12-19,Gujarat,20111.0
2022-12-20,Gujarat,19647.0
2022-12-21,Gujarat,19550.0
2022-12-22,Gujarat,19973.0
2022-12-23,Gujarat,19447.0
2022-12-24,Gujarat,19380.0
2022-12-25,Gujarat,18899.0
2022-12-26,Gujarat,19708.0
2022-12-27,Gujarat,19636.0
2022-12-28,Gujarat,19283.0
2022-12-29,Gujarat,19807.0
2022-12-30,Gujarat,19576.0
2022-12-31,Gujarat,19491.0
2023-01-01,Gujarat,18088.0
2023-01-02,Gujarat,19210.0
2023-01-03,Gujarat,19317.0
2023-01-04,Gujarat,18682.0
2023-01-05,Gujarat,19149.0
2023-01-06,Gujarat,18783.0
2023-01-07,Gujarat,19658.0
2023-01-08,Gujarat,19637.0
2023-01-09,Gujarat,18724.0
2023-01-10,Gujarat,18734.0
2023-01-11,Gujarat,18192.0
2023-01-12,Gujarat,18872.0
2023-01-13,Gujarat,19154.0
2023-01-14,Gujarat,14113.0
2023-01-15,Gujarat,15161.0
2023-01-16,Gujarat,17850.0
2023-01-17,Gujarat,18460.0
2023-01-18,Gujarat,17875.0
2023-01-19,Gujarat,18679.0
2023-01-20,Gujarat,18684.0
2023-01-21,Gujarat,18606.0
2023-01-22,Gujarat,17984.0
2023-01-23,Gujarat,18650.0
2023-01-24,Gujarat,18416.0
2023-01-25,Gujarat,18230.0
2023-01-26,Gujarat,16736.0
2023-01-27,Gujarat,17738.0
2023-01-28,Gujarat,18026.0
2023-01-29,Gujarat,16685.0
2023-01-30,Gujarat,16985.0
2023-01-31,Gujarat,17167.0
2023-02-01,Gujarat,16823.0
2023-02-02,Gujarat,17630.0
2023-02-03,Gujarat,17661.0
2023-02-04,Gujarat,18074.0
2023-02-05,Gujarat,16948.0
2023-02-06,Gujarat,17923.0
2023-02-07,Gujarat,17772.0
2023-02-08,Gujarat,17427.0
2023-02-09,Gujarat,18015.0
2023-02-10,Gujarat,18171.0
2023-02-11,Gujarat,17884.0
2023-02-12,Gujarat,17333.0
2023-02-13,Gujarat,18079.0
2023-02-14,Gujarat,17643.0
2023-02-15,Gujarat,17710.0
2023-02-16,Gujarat,18208.0
2023-02-17,Gujarat,18714.0
2023-02-18,Gujarat,17982.0
2023-02-19,Gujarat,17924.0
2023-02-20,Gujarat,19185.0
2023-02-21,Gujarat,18565.0
2023-02-22,Gujarat,18214.0
2023-02-23,Gujarat,18567.0
2023-02-24,Gujarat,18506.0
2023-02-25,Gujarat,18507.0
2023-02-26,Gujarat,17836.0
2023-02-27,Gujarat,18919.0
2023-02-28,Gujarat,18870.0
2023-03-01,Gujarat,18369.0
2023-03-02,Gujarat,19075.0
2023-03-03,Gujarat,19267.0
2023-03-04,Gujarat,19464.0
2023-03-05,Gujarat,18218.0
2023-03-06,Gujarat,18975.0
2023-03-07,Gujarat,16380.0
2023-03-08,Gujarat,14575.0
2023-03-09,Gujarat,16634.0
2023-03-10,Gujarat,18262.0
2023-03-11,Gujarat,18229.0
2023-03-12,Gujarat,17667.0
2023-03-13,Gujarat,19051.0
2023-03-14,Gujarat,18705.0
2023-03-15,Gujarat,18734.0
2023-03-16,Gujarat,18741.0
2023-03-17,Gujarat,18843.0
2023-03-18,Gujarat,18677.0
2023-03-19,Gujarat,16189.0
2023-03-20,Gujarat,17552.0
2023-03-21,Gujarat,17895.0
2023-03-22,Gujarat,17429.0
2023-03-23,Gujarat,18058.0
2023-03-24,Gujarat,18067.0
2023-03-25,Gujarat,18038.0
2023-03-26,Gujarat,17315.0
2023-03-27,Gujarat,18619.0
2023-03-28,Gujarat,18710.0
2023-03-29,Gujarat,18202.0
2023-03-30,Gujarat,17924.5
2023-03-31,Gujarat,17647.0
2023-04-01,Gujarat,17682.0
2023-04-02,Gujarat,16934.0
2023-04-03,Gujarat,18545.0
2023-04-04,Gujarat,18841.0
2023-04-05,Gujarat,18723.0
2023-04-06,Gujarat,19185.0
2023-04-07,Gujarat,19488.0
2023-04-08,Gujarat,19645.0
2023-04-09,Gujarat,18934.0
2023-04-10,Gujarat,20600.0
2023-04-11,Gujarat,20246.0
2023-04-12,Gujarat,19953.0
2023-04-13,Gujarat,20748.0
2023-04-14,Gujarat,20503.0
2023-04-15,Gujarat,20576.0
2023-04-16,Gujarat,19534.0
2023-04-17,Gujarat,21166.0
2023-04-18,Gujarat,21627.0
2023-04-19,Gujarat,21074.0
2023-04-20,Gujarat,21202.0
2023-04-21,Gujarat,20902.0
2023-04-22,Gujarat,20422.0
2023-04-23,Gujarat,18834.0
2023-04-24,Gujarat,20870.0
2023-04-25,Gujarat,21082.0
2023-04-26,Gujarat,20701.0
2023-04-27,Gujarat,21064.0
2023-04-28,Gujarat,20780.0
2023-04-29,Gujarat,18453.0
2023-04-30,Gujarat,16621.0
2023-05-01,Gujarat,17386.0
2023-05-02,Gujarat,17915.0
2023-05-03,Gujarat,18334.0
2023-05-04,Gujarat,18241.0
2023-05-05,Gujarat,19013.0
2023-05-06,Gujarat,19025.0
2023-05-07,Gujarat,17943.0
2023-05-08,Gujarat,20100.0
2023-05-09,Gujarat,20321.0
2023-05-10,Gujarat,20235.0
2023-05-11,Gujarat,20512.0
2023-05-12,Gujarat,20524.0
2023-05-13,Gujarat,20739.0
2023-05-14,Gujarat,19323.0
2023-05-15,Gujarat,21015.0
2023-05-16,Gujarat,20697.0
2023-05-17,Gujarat,20479.0
2023-05-18,Gujarat,20737.0
2023-05-19,Gujarat,20825.0
2023-05-20,Gujarat,21022.0
2023-05-21,Gujarat,19303.0
2023-05-22,Gujarat,21293.0
2023-05-23,Gujarat,21207.0
2023-05-24,Gujarat,21310.0
2023-05-25,Gujarat,20666.0
2023-05-26,Gujarat,20570.0
2023-05-27,Gujarat,20212.0
2023-05-28,Gujarat,19540.0
2023-05-29,Gujarat,19253.0
2023-05-30,Gujarat,18941.0
2023-05-31,Gujarat,19981.0
2023-06-01,Gujarat,20154.0
2023-06-02,Gujarat,21048.0
2023-06-03,Gujarat,21635.0
2023-06-04,Gujarat,17674.0
2023-06-05,Gujarat,21018.0
2023-06-06,Gujarat,21052.0
2023-06-07,Gujarat,21094.0
2023-06-08,Gujarat,22118.0
2023-06-09,Gujarat,22225.0
2023-06-10,Gujarat,21464.0
2023-06-11,Gujarat,18568.0
2023-06-12,Gujarat,18967.0
2023-06-13,Gujarat,18231.0
2023-06-14,Gujarat,16796.0
2023-06-15,Gujarat,14929.0
2023-06-16,Gujarat,12469.0
2023-06-17,Gujarat,13653.0
2023-06-18,Gujarat,14996.0
2023-06-19,Gujarat,17131.0
2023-06-20,Gujarat,17370.0
2023-06-21,Gujarat,18041.0
2023-06-22,Gujarat,19215.0
2023-06-23,Gujarat,19097.0
2023-06-24,Gujarat,18914.0
2023-06-25,Gujarat,16462.0
2023-06-26,Gujarat,16960.0
2023-06-27,Gujarat,16561.0
2023-06-28,Gujarat,16057.0
2023-06-29,Gujarat,15694.0
2023-06-30,Gujarat,15371.0
2023-07-01,Gujarat,14935.0
2023-07-02,Gujarat,14621.0
2023-07-03,Gujarat,16124.0
2023-07-04,Gujarat,17413.0
2023-07-05,Gujarat,17126.0
2023-07-06,Gujarat,16715.0
2023-07-07,Gujarat,16056.0
2023-07-08,Gujarat,15456.0
2023-07-09,Gujarat,14494.0
2023-07-10,Gujarat,15459.0
2023-07-11,Gujarat,15839.0
2023-07-12,Gujarat,15882.0
2023-07-13,Gujarat,16503.0
2023-07-14,Gujarat,17023.0
2023-07-15,Gujarat,16858.0
2023-07-16,Gujarat,15890.0
2023-07-17,Gujarat,17107.0
2023-07-18,Gujarat,17672.0
2023-07-19,Gujarat,16825.0
2023-07-20,Gujarat,16767.0
2023-07-21,Gujarat,16296.0
2023-07-22,Gujarat,16701.0
2023-07-23,Gujarat,14971.0
2023-07-24,Gujarat,15830.0
2023-07-25,Gujarat,16115.0
2023-07-26,Gujarat,16028.0
2023-07-27,Gujarat,16370.0
2023-07-28,Gujarat,16132.0
2023-07-29,Gujarat,15149.0
2023-07-30,Gujarat,14589.0
2023-07-31,Gujarat,15765.0
2023-08-01,Gujarat,15425.0
2023-08-02,Gujarat,15289.0
2023-08-03,Gujarat,16280.0
2023-08-04,Gujarat,16463.0
2023-08-05,Gujarat,16703.0
2023-08-06,Gujarat,15230.0
2023-08-07,Gujarat,17296.0
2023-08-08,Gujarat,17834.0
2023-08-09,Gujarat,18096.0
2023-08-10,Gujarat,18331.0
2023-08-11,Gujarat,18818.0
2023-08-12,Gujarat,19282.0
2023-08-13,Gujarat,18136.0
2023-08-14,Gujarat,20317.0
2023-08-15,Gujarat,18732.0
2023-08-16,Gujarat,20313.0
2023-08-17,Gujarat,20991.0
2023-08-18,Gujarat,21201.0
2023-08-19,Gujarat,22470.0
2023-08-20,Gujarat,20547.0
2023-08-21,Gujarat,20881.0
2023-08-22,Gujarat,21540.0
2023-08-23,Gujarat,21189.0
2023-08-24,Gujarat,21466.0
2023-08-25,Gujarat,21473.0
2023-08-26,Gujarat,22586.0
2023-08-27,Gujarat,21467.0
2023-08-28,Gujarat,22776.0
2023-08-29,Gujarat,22658.0
2023-08-30,Gujarat,19320.0
2023-08-31,Gujarat,22972.0
2023-09-01,Gujarat,24544.0
2023-09-02,Gujarat,24226.0
2023-09-03,Gujarat,23666.0
2023-09-04,Gujarat,24235.0
2023-09-05,Gujarat,23780.0
2023-09-06,Gujarat,22747.0
2023-09-07,Gujarat,18235.0
2023-09-08,Gujarat,18965.0
2023-09-09,Gujarat,19628.0
2023-09-10,Gujarat,19255.0
2023-09-11,Gujarat,21405.0
2023-09-12,Gujarat,21911.0
2023-09-13,Gujarat,22278.0
2023-09-14,Gujarat,22614.0
2023-09-15,Gujarat,22153.0
2023-09-16,Gujarat,21417.0
2023-09-17,Gujarat,17288.0
2023-09-18,Gujarat,15839.0
2023-09-19,Gujarat,15599.0
2023-09-20,Gujarat,16377.0
2023-09-21,Gujarat,17222.0
2023-09-22,Gujarat,17743.0
2023-09-23,Gujarat,17982.0
2023-09-24,Gujarat,16263.0
2023-09-25,Gujarat,18122.0
2023-09-26,Gujarat,18171.0
2023-09-27,Gujarat,18498.0
2023-09-28,Gujarat,17327.0
2023-09-29,Gujarat,19017.0
2023-09-30,Gujarat,18991.0
2023-10-01,Gujarat,18347.0
2023-10-02,Gujarat,19079.0
2023-10-03,Gujarat,20054.0
2023-10-04,Gujarat,20093.0
2023-10-05,Gujarat,20620.0
2023-10-06,Gujarat,21264.0
2023-10-07,Gujarat,20487.0
2023-10-08,Gujarat,19582.0
2023-10-09,Gujarat,20787.0
2023-10-10,Gujarat,20742.0
2023-10-11,Gujarat,20620.0
2023-10-12,Gujarat,21291.0
2023-10-13,Gujarat,21182.0
2023-10-14,Gujarat,21034.0
2023-10-15,Gujarat,19710.0
2023-10-16,Gujarat,21125.0
2023-10-17,Gujarat,20953.0
2023-10-18,Gujarat,20498.0
2023-10-19,Gujarat,21280.0
2023-10-20,Gujarat,21147.0
2023-10-21,Gujarat,21689.0
2023-10-22,Gujarat,20553.0
2023-10-23,Gujarat,21355.0
2023-10-24,Gujarat,19641.0
2023-10-25,Gujarat,20643.0
2023-10-26,Gujarat,21284.0
2023-10-27,Gujarat,21175.0
2023-10-28,Gujarat,20961.0
2023-10-29,Gujarat,20132.0
2023-10-30,Gujarat,21158.0
2023-10-31,Gujarat,21238.0
2023-11-01,Gujarat,20626.0
2023-11-02,Gujarat,21353.0
2023-11-03,Gujarat,21059.0
2023-11-04,Gujarat,21565.0
2023-11-05,Gujarat,20855.0
2023-11-06,Gujarat,21694.0
2023-11-07,Gujarat,21644.0
2023-11-08,Gujarat,21421.0
2023-11-09,Gujarat,21302.0
2023-11-10,Gujarat,21202.0
2023-11-11,Gujarat,19020.0
2023-11-12,Gujarat,14932.0
2023-11-13,Gujarat,14696.0
2023-11-14,Gujarat,12888.0
2023-11-15,Gujarat,15210.0
2023-11-16,Gujarat,16922.0
2023-11-17,Gujarat,17765.0
2023-11-18,Gujarat,18527.0
2023-11-19,Gujarat,18634.0
2023-11-20,Gujarat,19981.0
2023-11-21,Gujarat,20681.0
2023-11-22,Gujarat,19962.0
2023-11-23,Gujarat,20348.0
2023-11-24,Gujarat,20607.0
2023-11-25,Gujarat,20819.0
2023-11-26,Gujarat,16205.0
2023-11-27,Gujarat,14842.0
2023-11-28,Gujarat,15293.0
2023-11-29,Gujarat,15344.0
2023-11-30,Gujarat,16194.0
2023-12-01,Gujarat,17076.0
2023-12-02,Gujarat,17501.0
2023-12-03,Gujarat,17646.0
2023-12-04,Gujarat,18286.0
