valid_time,nwp_c,segment_origin,run,run_lead_hours
2025-10-08 07:00:00+00:00,29.2,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,31
2025-10-08 08:00:00+00:00,29.2,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,32
2025-10-08 09:00:00+00:00,29.2,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,33
2025-10-08 10:00:00+00:00,27.2,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,34
2025-10-08 11:00:00+00:00,26.9,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,35
2025-10-08 12:00:00+00:00,26.0,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,36
2025-10-08 13:00:00+00:00,25.9,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,37
2025-10-08 14:00:00+00:00,25.7,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,38
2025-10-08 15:00:00+00:00,25.4,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,39
2025-10-08 16:00:00+00:00,24.9,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,40
2025-10-08 17:00:00+00:00,24.8,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,41
2025-10-08 18:00:00+00:00,24.6,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,42
2025-10-08 19:00:00+00:00,24.3,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,43
2025-10-08 20:00:00+00:00,24.2,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,44
2025-10-08 21:00:00+00:00,23.8,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,45
2025-10-08 22:00:00+00:00,23.9,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,46
2025-10-08 23:00:00+00:00,23.6,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,47
2025-10-09 00:00:00+00:00,23.7,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,48
2025-10-09 01:00:00+00:00,24.3,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,49
2025-10-09 02:00:00+00:00,25.2,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,50
2025-10-09 03:00:00+00:00,26.5,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,51
2025-10-09 04:00:00+00:00,27.1,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,52
2025-10-09 05:00:00+00:00,28.4,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,53
2025-10-09 06:00:00+00:00,28.5,2025-10-07 06:00:00+00:00,2025-10-07 00:00:00+00:00,54
2025-10-09 07:00:00+00:00,30.5,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,7
2025-10-09 08:00:00+00:00,30.5,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,8
2025-10-09 09:00:00+00:00,30.1,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,9
2025-10-09 10:00:00+00:00,29.3,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,10
2025-10-09 11:00:00+00:00,28.7,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,11
2025-10-09 12:00:00+00:00,27.7,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,12
2025-10-09 13:00:00+00:00,27.2,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,13
2025-10-09 14:00:00+00:00,26.5,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,14
2025-10-09 15:00:00+00:00,26.3,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,15
2025-10-09 16:00:00+00:00,25.9,2025-10-09 06:00:00+00:00,2025-10-09 00:00:00+00:00,16
