valid_time,nwp_c,segment_origin,run,run_lead_hours
2025-04-10 07:00:00+00:00,37.5,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,31
2025-04-10 08:00:00+00:00,35.4,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,32
2025-04-10 09:00:00+00:00,35.0,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,33
2025-04-10 10:00:00+00:00,35.0,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,34
2025-04-10 11:00:00+00:00,33.6,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,35
2025-04-10 12:00:00+00:00,32.6,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,36
2025-04-10 13:00:00+00:00,31.6,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,37
2025-04-10 14:00:00+00:00,31.0,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,38
2025-04-10 15:00:00+00:00,30.6,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,39
2025-04-10 16:00:00+00:00,29.9,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,40
2025-04-10 17:00:00+00:00,29.8,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,41
2025-04-10 18:00:00+00:00,29.7,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,42
2025-04-10 19:00:00+00:00,29.4,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,43
2025-04-10 20:00:00+00:00,29.1,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,44
2025-04-10 21:00:00+00:00,28.7,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,45
2025-04-10 22:00:00+00:00,28.2,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,46
2025-04-10 23:00:00+00:00,27.8,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,47
2025-04-11 00:00:00+00:00,27.3,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,48
2025-04-11 01:00:00+00:00,27.3,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,49
2025-04-11 02:00:00+00:00,29.2,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,50
2025-04-11 03:00:00+00:00,32.1,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,51
2025-04-11 04:00:00+00:00,35.0,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,52
2025-04-11 05:00:00+00:00,37.6,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,53
2025-04-11 06:00:00+00:00,39.7,2025-04-09 06:00:00+00:00,2025-04-09 00:00:00+00:00,54
2025-04-11 07:00:00+00:00,38.4,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,7
2025-04-11 08:00:00+00:00,36.3,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,8
2025-04-11 09:00:00+00:00,35.9,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,9
2025-04-11 10:00:00+00:00,35.6,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,10
2025-04-11 11:00:00+00:00,33.8,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,11
2025-04-11 12:00:00+00:00,33.2,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,12
2025-04-11 13:00:00+00:00,32.3,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,13
2025-04-11 14:00:00+00:00,31.5,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,14
2025-04-11 15:00:00+00:00,31.0,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,15
2025-04-11 16:00:00+00:00,30.8,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,16
2025-04-11 17:00:00+00:00,30.8,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,17
2025-04-11 18:00:00+00:00,30.6,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,18
2025-04-11 19:00:00+00:00,30.2,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,19
2025-04-11 20:00:00+00:00,30.2,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,20
2025-04-11 21:00:00+00:00,29.9,2025-04-11 06:00:00+00:00,2025-04-11 00:00:00+00:00,21
