forecast_epoch,method,n,mae_c,rmse_c,bias_c
ifs_49r1_hindcast,persistence_c,1318,3.6273141122913515,4.462512884497877,3.1327769347496206
ifs_49r1_hindcast,yesterday_c,1318,1.2018209408194234,1.6731840200035213,0.3461305007587253
ifs_49r1_hindcast,ecmwf_ifs_c,1318,1.2984066767830045,1.620999803882827,-0.8912746585735964
ifs_49r1_hindcast,bias_corrected_c,1318,0.983789065658834,1.291646078981762,-0.04183399597393287
ifs_49r1_hindcast,ridge_corrected_c,1318,0.9196973036317718,1.209852066129153,0.062632020014369
ifs_49r1_hindcast,timesfm_c,1318,1.1067274775237343,1.5045378177868012,0.40496452849624004
ifs_49r1_hindcast,timesfm_nwp_c,1318,0.8733874681325168,1.1829279295700648,0.14413136205832403
