lead_hours,method,n,mae_c,rmse_c,bias_c
23,yesterday_c,26,1.3076923076923077,1.7097008285302207,-0.38461538461538464
23,ecmwf_ifs_c,26,1.4653846153846148,1.8568998150349745,0.7192307692307689
23,bias_corrected_c,26,1.8868962613647822,2.2940322011763454,1.3110868240091382
23,ridge_corrected_c,26,1.8573959552856016,2.2495019034220483,1.5552047104193512
23,timesfm_c,26,1.1695456138023963,1.446128108698,-0.4305304747361403
23,timesfm_nwp_c,26,1.0814798795259917,1.3583137971360342,-0.2132092989408053
24,persistence_c,25,1.48,2.3579652245103193,0.12
24,yesterday_c,25,1.48,2.3579652245103193,0.12
24,ecmwf_ifs_c,25,1.8720000000000006,2.7852468472291645,1.1520000000000006
24,bias_corrected_c,25,2.3151406157563814,3.2270868129275727,1.762761793032497
24,ridge_corrected_c,25,2.2972805232114086,3.176324776566314,2.0234303198225416
24,timesfm_c,25,1.457031478881836,2.30207132440009,-0.1550139617919922
24,timesfm_nwp_c,25,1.151055908203125,2.0983759231055976,0.1967462158203125
25,persistence_c,24,2.0416666666666665,2.8210518133017928,-0.875
25,yesterday_c,24,2.5,3.547299442298794,-0.5
25,ecmwf_ifs_c,24,1.6583333333333332,2.5243811122728674,0.5749999999999994
25,bias_corrected_c,24,2.0284535573166402,2.883164201639172,1.2062430094744665
25,ridge_corrected_c,24,1.90826400390735,2.8547449239568454,1.4448679206205017
25,timesfm_c,24,1.8570670286814372,2.688498936478584,-0.4530610243479411
25,timesfm_nwp_c,24,1.4867701530456543,2.353986116272422,-0.23773876825968424
26,persistence_c,24,2.1666666666666665,2.943920288775949,-1.1666666666666667
26,yesterday_c,24,2.375,3.48209706929603,-0.375
26,ecmwf_ifs_c,24,1.3291666666666673,2.2131237350556487,0.04583333333333339
26,bias_corrected_c,24,1.622685840781208,2.445615384737994,0.6770763428078004
26,ridge_corrected_c,24,1.811363257624621,2.6077483956069134,1.1254232761155927
26,timesfm_c,24,1.898045301437378,2.7214006953310035,-0.49560268719991046
26,timesfm_nwp_c,24,1.5237359205881755,2.286946841128825,-0.34208130836486816
27,persistence_c,23,1.826086956521739,2.340568492816482,-0.8695652173913043
27,yesterday_c,23,1.9565217391304348,2.5791808608632856,0.043478260869565216
27,ecmwf_ifs_c,23,1.2999999999999994,1.750403680148742,-0.27391304347826045
27,bias_corrected_c,23,1.336905659149513,1.8616254557693346,0.3795921577809573
27,ridge_corrected_c,23,1.4785048249198012,2.0410412799067053,1.0298534693413726
27,timesfm_c,23,1.732760304990022,2.277458873751469,-0.3596830782682999
27,timesfm_nwp_c,23,1.5016424759574558,1.8712198077022186,-0.15879871534264606
28,persistence_c,25,2.0,2.513961017995307,-0.64
28,yesterday_c,25,2.56,3.3105890714493698,-0.08
28,ecmwf_ifs_c,25,1.4880000000000004,2.101999048524999,-0.0880000000000004
28,bias_corrected_c,25,1.6721676184729675,2.219865209441235,0.5227617930324959
28,ridge_corrected_c,25,1.9772873854509436,2.4552751912928206,1.1740836294606403
28,timesfm_c,25,1.9502606964111329,2.3560436743997246,-0.28850761413574216
28,timesfm_nwp_c,25,1.5524432373046875,1.9744982811544574,-0.08385772705078125
29,persistence_c,26,1.8846153846153846,2.409915415049314,-0.038461538461538464
29,yesterday_c,26,2.269230769230769,3.2165437733930884,-0.4230769230769231
29,ecmwf_ifs_c,26,1.5230769230769234,2.2374435961949626,-0.3538461538461538
29,bias_corrected_c,26,1.5609913899835983,2.226104249969502,0.2541737025601011
29,ridge_corrected_c,26,1.7494392859945025,2.378424955741494,0.9897133593578332
29,timesfm_c,26,1.856821060180664,2.3432043229142683,-0.5219493279090295
29,timesfm_nwp_c,26,1.4931139579186072,2.067786993128768,-0.28014953319843
30,persistence_c,27,2.5185185185185186,3.2885885748774983,1.2592592592592593
30,yesterday_c,27,2.259259259259259,3.958114029012639,-0.6296296296296297
30,ecmwf_ifs_c,27,2.0259259259259257,2.980243589348335,-0.3074074074074073
30,bias_corrected_c,27,1.8718458053003308,2.9213586327600365,0.2825084764810307
30,ridge_corrected_c,27,1.8932349520735756,3.0186571430993485,1.0507356609870475
30,timesfm_c,27,2.069865968492296,2.8505541734127613,-0.27302628976327403
30,timesfm_nwp_c,27,1.8713215721978083,2.9821949673729145,-0.010119614777741608
31,persistence_c,27,2.8518518518518516,3.34995854037363,2.259259259259259
31,yesterday_c,27,1.962962962962963,3.09719108105919,-0.48148148148148145
31,ecmwf_ifs_c,27,1.9333333333333333,2.4103173296538425,-1.1185185185185185
31,bias_corrected_c,27,1.7231479306064292,2.2373113850820396,-0.5286026346300821
31,ridge_corrected_c,27,1.6233238900221618,2.226004621649737,0.5401535852876742
31,timesfm_c,27,1.6332145267062717,2.2098978020660227,-0.5054406766538266
31,timesfm_nwp_c,27,1.5034715157968026,2.2764645043482945,-0.29849525734230326
32,persistence_c,27,3.4074074074074074,3.9063101847215433,3.185185185185185
32,yesterday_c,27,1.6666666666666667,2.631715396072669,-0.48148148148148145
32,ecmwf_ifs_c,27,1.7555555555555553,2.1425149638614824,-1.0666666666666667
32,bias_corrected_c,27,1.395475146894204,1.947471726541654,-0.4767507827782301
32,ridge_corrected_c,27,1.50156559318394,1.9598486830466382,0.6689172922008777
32,timesfm_c,27,1.38794270268193,1.889718959685419,-0.5744234720865885
