valid_time,lead_hours,run_lead_hours,observed_c,persistence_c,yesterday_c,ecmwf_ifs_c,scored,timesfm_c,timesfm_p10_c,timesfm_p20_c,timesfm_p30_c,timesfm_p40_c,timesfm_p50_c,timesfm_p60_c,timesfm_p70_c,timesfm_p80_c,timesfm_p90_c
2025-06-01 07:00:00+00:00,1,7,30.0,29.0,27.0,30.9,True,29.45858383178711,28.25525665283203,28.707244873046875,29.004053115844727,29.2409725189209,29.45858383178711,29.68296241760254,29.908588409423828,30.186458587646484,30.671541213989258
2025-06-01 08:00:00+00:00,2,8,30.0,29.0,28.0,30.7,True,29.850486755371094,28.156272888183594,28.761886596679688,29.18210220336914,29.54644203186035,29.850486755371094,30.163639068603516,30.544479370117188,31.047056198120117,31.714744567871094
2025-06-01 09:00:00+00:00,3,9,30.0,29.0,28.0,31.5,True,29.971527099609375,28.041810989379883,28.727203369140625,29.209936141967773,29.622045516967773,29.971527099609375,30.335060119628906,30.780841827392578,31.348358154296875,32.11388397216797
2025-06-01 10:00:00+00:00,4,10,30.0,29.0,27.0,30.6,True,29.68259620666504,27.574535369873047,28.30757713317871,28.804834365844727,29.26129913330078,29.68259620666504,30.13018226623535,30.646869659423828,31.246938705444336,32.059329986572266
2025-06-01 11:00:00+00:00,5,11,30.0,29.0,26.0,30.3,True,29.109886169433594,27.12123680114746,27.833354949951172,28.3116397857666,28.73137855529785,29.109886169433594,29.5001163482666,29.996761322021484,30.586515426635742,31.41315269470215
2025-06-01 12:00:00+00:00,6,12,30.0,29.0,26.0,29.5,True,28.417774200439453,26.645227432250977,27.300437927246094,27.725719451904297,28.112512588500977,28.417774200439453,28.75421714782715,29.188114166259766,29.73318099975586,30.496807098388672
2025-06-01 13:00:00+00:00,7,13,29.0,29.0,26.0,28.3,True,27.889543533325195,26.190595626831055,26.82911491394043,27.240690231323242,27.579103469848633,27.889543533325195,28.21757698059082,28.612838745117188,29.110044479370117,29.855186462402344
2025-06-01 14:00:00+00:00,8,14,28.0,29.0,26.0,26.5,True,27.396854400634766,25.82145881652832,26.41481590270996,26.79776954650879,27.107454299926758,27.396854400634766,27.7102108001709,28.0872745513916,28.5572452545166,29.25205421447754
2025-06-01 15:00:00+00:00,9,15,28.0,29.0,26.0,25.4,True,27.034948348999023,25.566486358642578,26.102243423461914,26.472640991210938,26.76358985900879,27.034948348999023,27.32430648803711,27.67393684387207,28.114017486572266,28.79862403869629
2025-06-01 16:00:00+00:00,10,16,28.0,29.0,26.0,25.0,True,26.7745304107666,25.382122039794922,25.881513595581055,26.228252410888672,26.508413314819336,26.7745304107666,27.063844680786133,27.382280349731445,27.79031753540039,28.448637008666992
2025-06-01 17:00:00+00:00,11,17,28.0,29.0,26.0,24.5,True,26.449129104614258,25.100189208984375,25.593202590942383,25.929195404052734,26.187416076660156,26.449129104614258,26.7356014251709,27.029584884643555,27.421947479248047,28.05284309387207
2025-06-01 18:00:00+00:00,12,18,27.0,29.0,26.0,24.3,True,26.118995666503906,24.825849533081055,25.285808563232422,25.603906631469727,25.862924575805664,26.118995666503906,26.39264488220215,26.683713912963867,27.04286766052246,27.664241790771484
2025-06-01 19:00:00+00:00,13,19,27.0,29.0,26.0,24.4,True,25.920055389404297,24.62250518798828,25.08739471435547,25.410335540771484,25.67190933227539,25.920055389404297,26.182315826416016,26.466461181640625,26.828998565673828,27.430158615112305
2025-06-01 20:00:00+00:00,14,20,27.0,29.0,26.0,24.2,True,25.646886825561523,24.363065719604492,24.830429077148438,25.154720306396484,25.40700912475586,25.646886825561523,25.911712646484375,26.18233299255371,26.529207229614258,27.146350860595703
2025-06-01 21:00:00+00:00,15,21,27.0,29.0,26.0,24.0,True,25.481712341308594,24.18000030517578,24.636987686157227,24.97934341430664,25.23311424255371,25.481712341308594,25.73737335205078,25.999048233032227,26.36896514892578,26.98331642150879
2025-06-01 22:00:00+00:00,16,22,27.0,29.0,26.0,23.6,True,25.36469078063965,24.04175567626953,24.507844924926758,24.849842071533203,25.1192626953125,25.36469078063965,25.618867874145508,25.881759643554688,26.2529239654541,26.894887924194336
