valid_time,observed_c,model_input_c,imputed,source_time,source_age_hours
2024-07-23 07:00:00+00:00,31.0,31.0,False,2024-07-23 07:00:00+00:00,0
2024-07-23 08:00:00+00:00,32.0,32.0,False,2024-07-23 08:00:00+00:00,0
2024-07-23 09:00:00+00:00,33.8,33.8,False,2024-07-23 09:00:00+00:00,0
2024-07-23 10:00:00+00:00,,33.8,True,2024-07-23 09:00:00+00:00,1
2024-07-23 11:00:00+00:00,31.0,31.0,False,2024-07-23 11:00:00+00:00,0
2024-07-23 12:00:00+00:00,32.2,32.2,False,2024-07-23 12:00:00+00:00,0
2024-07-23 13:00:00+00:00,30.0,30.0,False,2024-07-23 13:00:00+00:00,0
2024-07-23 14:00:00+00:00,30.0,30.0,False,2024-07-23 14:00:00+00:00,0
2024-07-23 15:00:00+00:00,30.5,30.5,False,2024-07-23 15:00:00+00:00,0
2024-07-23 16:00:00+00:00,29.0,29.0,False,2024-07-23 16:00:00+00:00,0
2024-07-23 17:00:00+00:00,29.0,29.0,False,2024-07-23 17:00:00+00:00,0
2024-07-23 18:00:00+00:00,29.7,29.7,False,2024-07-23 18:00:00+00:00,0
2024-07-23 19:00:00+00:00,29.0,29.0,False,2024-07-23 19:00:00+00:00,0
2024-07-23 20:00:00+00:00,29.0,29.0,False,2024-07-23 20:00:00+00:00,0
2024-07-23 21:00:00+00:00,29.7,29.7,False,2024-07-23 21:00:00+00:00,0
2024-07-23 22:00:00+00:00,,29.7,True,2024-07-23 21:00:00+00:00,1
2024-07-23 23:00:00+00:00,28.0,28.0,False,2024-07-23 23:00:00+00:00,0
2024-07-24 00:00:00+00:00,29.0,29.0,False,2024-07-24 00:00:00+00:00,0
2024-07-24 01:00:00+00:00,29.0,29.0,False,2024-07-24 01:00:00+00:00,0
2024-07-24 02:00:00+00:00,30.0,30.0,False,2024-07-24 02:00:00+00:00,0
2024-07-24 03:00:00+00:00,32.4,32.4,False,2024-07-24 03:00:00+00:00,0
2024-07-24 04:00:00+00:00,32.0,32.0,False,2024-07-24 04:00:00+00:00,0
2024-07-24 05:00:00+00:00,33.0,33.0,False,2024-07-24 05:00:00+00:00,0
2024-07-24 06:00:00+00:00,34.5,34.5,False,2024-07-24 06:00:00+00:00,0
2024-07-24 07:00:00+00:00,34.0,34.0,False,2024-07-24 07:00:00+00:00,0
2024-07-24 08:00:00+00:00,34.0,34.0,False,2024-07-24 08:00:00+00:00,0
2024-07-24 09:00:00+00:00,35.7,35.7,False,2024-07-24 09:00:00+00:00,0
2024-07-24 10:00:00+00:00,34.0,34.0,False,2024-07-24 10:00:00+00:00,0
2024-07-24 11:00:00+00:00,33.0,33.0,False,2024-07-24 11:00:00+00:00,0
2024-07-24 12:00:00+00:00,34.2,34.2,False,2024-07-24 12:00:00+00:00,0
2024-07-24 13:00:00+00:00,31.0,31.0,False,2024-07-24 13:00:00+00:00,0
2024-07-24 14:00:00+00:00,31.0,31.0,False,2024-07-24 14:00:00+00:00,0
2024-07-24 15:00:00+00:00,31.0,31.0,False,2024-07-24 15:00:00+00:00,0
2024-07-24 16:00:00+00:00,28.0,28.0,False,2024-07-24 16:00:00+00:00,0
2024-07-24 17:00:00+00:00,28.0,28.0,False,2024-07-24 17:00:00+00:00,0
2024-07-24 18:00:00+00:00,27.7,27.7,False,2024-07-24 18:00:00+00:00,0
2024-07-24 19:00:00+00:00,28.0,28.0,False,2024-07-24 19:00:00+00:00,0
2024-07-24 20:00:00+00:00,28.0,28.0,False,2024-07-24 20:00:00+00:00,0
2024-07-24 21:00:00+00:00,28.0,28.0,False,2024-07-24 21:00:00+00:00,0
2024-07-24 22:00:00+00:00,27.0,27.0,False,2024-07-24 22:00:00+00:00,0
2024-07-24 23:00:00+00:00,27.0,27.0,False,2024-07-24 23:00:00+00:00,0
2024-07-25 00:00:00+00:00,27.5,27.5,False,2024-07-25 00:00:00+00:00,0
2024-07-25 01:00:00+00:00,29.0,29.0,False,2024-07-25 01:00:00+00:00,0
2024-07-25 02:00:00+00:00,29.0,29.0,False,2024-07-25 02:00:00+00:00,0
2024-07-25 03:00:00+00:00,30.4,30.4,False,2024-07-25 03:00:00+00:00,0
2024-07-25 04:00:00+00:00,30.0,30.0,False,2024-07-25 04:00:00+00:00,0
2024-07-25 05:00:00+00:00,32.0,32.0,False,2024-07-25 05:00:00+00:00,0
2024-07-25 06:00:00+00:00,33.7,33.7,False,2024-07-25 06:00:00+00:00,0
2024-07-25 07:00:00+00:00,33.0,33.0,False,2024-07-25 07:00:00+00:00,0
2024-07-25 08:00:00+00:00,34.0,34.0,False,2024-07-25 08:00:00+00:00,0
2024-07-25 09:00:00+00:00,34.7,34.7,False,2024-07-25 09:00:00+00:00,0
2024-07-25 10:00:00+00:00,34.0,34.0,False,2024-07-25 10:00:00+00:00,0
2024-07-25 11:00:00+00:00,31.0,31.0,False,2024-07-25 11:00:00+00:00,0
2024-07-25 12:00:00+00:00,28.5,28.5,False,2024-07-25 12:00:00+00:00,0
2024-07-25 13:00:00+00:00,28.0,28.0,False,2024-07-25 13:00:00+00:00,0
2024-07-25 14:00:00+00:00,28.0,28.0,False,2024-07-25 14:00:00+00:00,0
2024-07-25 15:00:00+00:00,28.2,28.2,False,2024-07-25 15:00:00+00:00,0
2024-07-25 16:00:00+00:00,28.0,28.0,False,2024-07-25 16:00:00+00:00,0
2024-07-25 17:00:00+00:00,29.0,29.0,False,2024-07-25 17:00:00+00:00,0
2024-07-25 18:00:00+00:00,28.5,28.5,False,2024-07-25 18:00:00+00:00,0
2024-07-25 19:00:00+00:00,28.0,28.0,False,2024-07-25 19:00:00+00:00,0
2024-07-25 20:00:00+00:00,,28.0,True,2024-07-25 19:00:00+00:00,1
2024-07-25 21:00:00+00:00,28.0,28.0,False,2024-07-25 21:00:00+00:00,0
2024-07-25 22:00:00+00:00,28.0,28.0,False,2024-07-25 22:00:00+00:00,0
2024-07-25 23:00:00+00:00,28.0,28.0,False,2024-07-25 23:00:00+00:00,0
2024-07-26 00:00:00+00:00,28.0,28.0,False,2024-07-26 00:00:00+00:00,0
2024-07-26 01:00:00+00:00,30.0,30.0,False,2024-07-26 01:00:00+00:00,0
2024-07-26 02:00:00+00:00,30.0,30.0,False,2024-07-26 02:00:00+00:00,0
2024-07-26 03:00:00+00:00,32.8,32.8,False,2024-07-26 03:00:00+00:00,0
2024-07-26 04:00:00+00:00,34.0,34.0,False,2024-07-26 04:00:00+00:00,0
2024-07-26 05:00:00+00:00,34.0,34.0,False,2024-07-26 05:00:00+00:00,0
2024-07-26 06:00:00+00:00,35.0,35.0,False,2024-07-26 06:00:00+00:00,0
2024-07-26 07:00:00+00:00,35.0,35.0,False,2024-07-26 07:00:00+00:00,0
2024-07-26 08:00:00+00:00,36.0,36.0,False,2024-07-26 08:00:00+00:00,0
2024-07-26 09:00:00+00:00,37.0,37.0,False,2024-07-26 09:00:00+00:00,0
2024-07-26 10:00:00+00:00,36.0,36.0,False,2024-07-26 10:00:00+00:00,0
2024-07-26 11:00:00+00:00,35.0,35.0,False,2024-07-26 11:00:00+00:00,0
2024-07-26 12:00:00+00:00,35.6,35.6,False,2024-07-26 12:00:00+00:00,0
2024-07-26 13:00:00+00:00,34.0,34.0,False,2024-07-26 13:00:00+00:00,0
2024-07-26 14:00:00+00:00,31.0,31.0,False,2024-07-26 14:00:00+00:00,0
2024-07-26 15:00:00+00:00,32.0,32.0,False,2024-07-26 15:00:00+00:00,0
2024-07-26 16:00:00+00:00,31.0,31.0,False,2024-07-26 16:00:00+00:00,0
2024-07-26 17:00:00+00:00,29.0,29.0,False,2024-07-26 17:00:00+00:00,0
2024-07-26 18:00:00+00:00,30.2,30.2,False,2024-07-26 18:00:00+00:00,0
2024-07-26 19:00:00+00:00,29.0,29.0,False,2024-07-26 19:00:00+00:00,0
2024-07-26 20:00:00+00:00,,29.0,True,2024-07-26 19:00:00+00:00,1
2024-07-26 21:00:00+00:00,30.0,30.0,False,2024-07-26 21:00:00+00:00,0
2024-07-26 22:00:00+00:00,,30.0,True,2024-07-26 21:00:00+00:00,1
2024-07-26 23:00:00+00:00,29.0,29.0,False,2024-07-26 23:00:00+00:00,0
2024-07-27 00:00:00+00:00,29.2,29.2,False,2024-07-27 00:00:00+00:00,0
2024-07-27 01:00:00+00:00,30.0,30.0,False,2024-07-27 01:00:00+00:00,0
2024-07-27 02:00:00+00:00,32.0,32.0,False,2024-07-27 02:00:00+00:00,0
2024-07-27 03:00:00+00:00,34.4,34.4,False,2024-07-27 03:00:00+00:00,0
2024-07-27 04:00:00+00:00,35.0,35.0,False,2024-07-27 04:00:00+00:00,0
2024-07-27 05:00:00+00:00,34.0,34.0,False,2024-07-27 05:00:00+00:00,0
2024-07-27 06:00:00+00:00,36.2,36.2,False,2024-07-27 06:00:00+00:00,0
2024-07-27 07:00:00+00:00,35.0,35.0,False,2024-07-27 07:00:00+00:00,0
2024-07-27 08:00:00+00:00,36.0,36.0,False,2024-07-27 08:00:00+00:00,0
2024-07-27 09:00:00+00:00,37.2,37.2,False,2024-07-27 09:00:00+00:00,0
2024-07-27 10:00:00+00:00,36.0,36.0,False,2024-07-27 10:00:00+00:00,0
2024-07-27 11:00:00+00:00,36.0,36.0,False,2024-07-27 11:00:00+00:00,0
2024-07-27 12:00:00+00:00,35.0,35.0,False,2024-07-27 12:00:00+00:00,0
2024-07-27 13:00:00+00:00,31.0,31.0,False,2024-07-27 13:00:00+00:00,0
2024-07-27 14:00:00+00:00,31.0,31.0,False,2024-07-27 14:00:00+00:00,0
2024-07-27 15:00:00+00:00,31.2,31.2,False,2024-07-27 15:00:00+00:00,0
2024-07-27 16:00:00+00:00,30.0,30.0,False,2024-07-27 16:00:00+00:00,0
2024-07-27 17:00:00+00:00,30.0,30.0,False,2024-07-27 17:00:00+00:00,0
2024-07-27 18:00:00+00:00,29.5,29.5,False,2024-07-27 18:00:00+00:00,0
2024-07-27 19:00:00+00:00,29.0,29.0,False,2024-07-27 19:00:00+00:00,0
