valid_time,nwp_c,segment_origin,run,run_lead_hours
2025-09-30 07:00:00+00:00,33.7,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,31
2025-09-30 08:00:00+00:00,33.6,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,32
2025-09-30 09:00:00+00:00,32.9,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,33
2025-09-30 10:00:00+00:00,32.3,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,34
2025-09-30 11:00:00+00:00,31.9,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,35
2025-09-30 12:00:00+00:00,30.0,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,36
2025-09-30 13:00:00+00:00,29.0,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,37
2025-09-30 14:00:00+00:00,28.6,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,38
2025-09-30 15:00:00+00:00,28.6,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,39
2025-09-30 16:00:00+00:00,28.5,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,40
2025-09-30 17:00:00+00:00,27.8,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,41
2025-09-30 18:00:00+00:00,27.5,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,42
2025-09-30 19:00:00+00:00,27.3,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,43
2025-09-30 20:00:00+00:00,27.2,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,44
2025-09-30 21:00:00+00:00,26.2,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,45
2025-09-30 22:00:00+00:00,24.5,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,46
2025-09-30 23:00:00+00:00,24.9,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,47
2025-10-01 00:00:00+00:00,24.9,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,48
2025-10-01 01:00:00+00:00,24.6,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,49
2025-10-01 02:00:00+00:00,24.7,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,50
2025-10-01 03:00:00+00:00,25.7,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,51
2025-10-01 04:00:00+00:00,26.1,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,52
2025-10-01 05:00:00+00:00,28.1,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,53
2025-10-01 06:00:00+00:00,29.0,2025-09-29 06:00:00+00:00,2025-09-29 00:00:00+00:00,54
2025-10-01 07:00:00+00:00,27.4,2025-10-01 06:00:00+00:00,2025-10-01 00:00:00+00:00,7
2025-10-01 08:00:00+00:00,27.9,2025-10-01 06:00:00+00:00,2025-10-01 00:00:00+00:00,8
2025-10-01 09:00:00+00:00,28.4,2025-10-01 06:00:00+00:00,2025-10-01 00:00:00+00:00,9
2025-10-01 10:00:00+00:00,28.2,2025-10-01 06:00:00+00:00,2025-10-01 00:00:00+00:00,10
