valid_time,nwp_c,segment_origin,run,run_lead_hours
2025-03-31 07:00:00+00:00,33.5,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,31
2025-03-31 08:00:00+00:00,33.5,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,32
2025-03-31 09:00:00+00:00,33.1,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,33
2025-03-31 10:00:00+00:00,32.3,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,34
2025-03-31 11:00:00+00:00,31.1,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,35
2025-03-31 12:00:00+00:00,29.6,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,36
2025-03-31 13:00:00+00:00,28.6,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,37
2025-03-31 14:00:00+00:00,28.3,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,38
2025-03-31 15:00:00+00:00,28.1,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,39
2025-03-31 16:00:00+00:00,27.7,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,40
2025-03-31 17:00:00+00:00,27.3,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,41
2025-03-31 18:00:00+00:00,27.0,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,42
2025-03-31 19:00:00+00:00,26.7,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,43
2025-03-31 20:00:00+00:00,26.0,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,44
2025-03-31 21:00:00+00:00,25.5,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,45
2025-03-31 22:00:00+00:00,25.0,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,46
2025-03-31 23:00:00+00:00,24.5,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,47
2025-04-01 00:00:00+00:00,24.2,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,48
2025-04-01 01:00:00+00:00,24.6,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,49
2025-04-01 02:00:00+00:00,26.5,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,50
2025-04-01 03:00:00+00:00,28.2,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,51
2025-04-01 04:00:00+00:00,30.1,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,52
2025-04-01 05:00:00+00:00,31.4,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,53
2025-04-01 06:00:00+00:00,32.1,2025-03-30 06:00:00+00:00,2025-03-30 00:00:00+00:00,54
2025-04-01 07:00:00+00:00,33.4,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,7
2025-04-01 08:00:00+00:00,33.5,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,8
2025-04-01 09:00:00+00:00,33.1,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,9
2025-04-01 10:00:00+00:00,32.3,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,10
2025-04-01 11:00:00+00:00,31.3,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,11
2025-04-01 12:00:00+00:00,30.1,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,12
2025-04-01 13:00:00+00:00,29.0,2025-04-01 06:00:00+00:00,2025-04-01 00:00:00+00:00,13
