valid_time,observed_c,model_input_c,imputed,source_time,source_age_hours
2025-11-17 07:00:00+00:00,27.0,27.0,False,2025-11-17 07:00:00+00:00,0
2025-11-17 08:00:00+00:00,26.0,26.0,False,2025-11-17 08:00:00+00:00,0
2025-11-17 09:00:00+00:00,25.7,25.7,False,2025-11-17 09:00:00+00:00,0
2025-11-17 10:00:00+00:00,26.0,26.0,False,2025-11-17 10:00:00+00:00,0
2025-11-17 11:00:00+00:00,26.0,26.0,False,2025-11-17 11:00:00+00:00,0
2025-11-17 12:00:00+00:00,25.2,25.2,False,2025-11-17 12:00:00+00:00,0
2025-11-17 13:00:00+00:00,26.0,26.0,False,2025-11-17 13:00:00+00:00,0
2025-11-17 14:00:00+00:00,25.0,25.0,False,2025-11-17 14:00:00+00:00,0
2025-11-17 15:00:00+00:00,25.0,25.0,False,2025-11-17 15:00:00+00:00,0
2025-11-17 16:00:00+00:00,25.0,25.0,False,2025-11-17 16:00:00+00:00,0
2025-11-17 17:00:00+00:00,25.0,25.0,False,2025-11-17 17:00:00+00:00,0
2025-11-17 18:00:00+00:00,24.6,24.6,False,2025-11-17 18:00:00+00:00,0
2025-11-17 19:00:00+00:00,24.0,24.0,False,2025-11-17 19:00:00+00:00,0
2025-11-17 20:00:00+00:00,25.0,25.0,False,2025-11-17 20:00:00+00:00,0
2025-11-17 21:00:00+00:00,24.5,24.5,False,2025-11-17 21:00:00+00:00,0
2025-11-17 22:00:00+00:00,24.0,24.0,False,2025-11-17 22:00:00+00:00,0
2025-11-17 23:00:00+00:00,24.0,24.0,False,2025-11-17 23:00:00+00:00,0
2025-11-18 00:00:00+00:00,24.5,24.5,False,2025-11-18 00:00:00+00:00,0
2025-11-18 01:00:00+00:00,24.0,24.0,False,2025-11-18 01:00:00+00:00,0
2025-11-18 02:00:00+00:00,24.0,24.0,False,2025-11-18 02:00:00+00:00,0
2025-11-18 03:00:00+00:00,25.0,25.0,False,2025-11-18 03:00:00+00:00,0
2025-11-18 04:00:00+00:00,26.0,26.0,False,2025-11-18 04:00:00+00:00,0
2025-11-18 05:00:00+00:00,27.0,27.0,False,2025-11-18 05:00:00+00:00,0
2025-11-18 06:00:00+00:00,28.5,28.5,False,2025-11-18 06:00:00+00:00,0
2025-11-18 07:00:00+00:00,29.0,29.0,False,2025-11-18 07:00:00+00:00,0
2025-11-18 08:00:00+00:00,26.0,26.0,False,2025-11-18 08:00:00+00:00,0
