valid_time,nwp_c,segment_origin,run,run_lead_hours
2025-11-09 07:00:00+00:00,27.0,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,31
2025-11-09 08:00:00+00:00,27.3,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,32
2025-11-09 09:00:00+00:00,27.4,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,33
2025-11-09 10:00:00+00:00,27.4,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,34
2025-11-09 11:00:00+00:00,26.6,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,35
2025-11-09 12:00:00+00:00,23.8,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,36
2025-11-09 13:00:00+00:00,22.4,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,37
2025-11-09 14:00:00+00:00,21.6,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,38
2025-11-09 15:00:00+00:00,21.5,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,39
2025-11-09 16:00:00+00:00,20.8,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,40
2025-11-09 17:00:00+00:00,19.9,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,41
2025-11-09 18:00:00+00:00,19.2,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,42
2025-11-09 19:00:00+00:00,18.5,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,43
2025-11-09 20:00:00+00:00,17.8,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,44
2025-11-09 21:00:00+00:00,17.2,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,45
2025-11-09 22:00:00+00:00,17.0,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,46
2025-11-09 23:00:00+00:00,17.1,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,47
2025-11-10 00:00:00+00:00,16.5,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,48
2025-11-10 01:00:00+00:00,16.4,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,49
2025-11-10 02:00:00+00:00,18.9,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,50
2025-11-10 03:00:00+00:00,21.2,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,51
2025-11-10 04:00:00+00:00,23.5,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,52
2025-11-10 05:00:00+00:00,25.2,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,53
2025-11-10 06:00:00+00:00,26.3,2025-11-08 06:00:00+00:00,2025-11-08 00:00:00+00:00,54
2025-11-10 07:00:00+00:00,26.6,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,7
2025-11-10 08:00:00+00:00,27.1,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,8
2025-11-10 09:00:00+00:00,27.2,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,9
2025-11-10 10:00:00+00:00,27.0,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,10
2025-11-10 11:00:00+00:00,26.2,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,11
2025-11-10 12:00:00+00:00,24.0,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,12
2025-11-10 13:00:00+00:00,22.1,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,13
2025-11-10 14:00:00+00:00,21.6,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,14
2025-11-10 15:00:00+00:00,21.3,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,15
2025-11-10 16:00:00+00:00,20.6,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,16
2025-11-10 17:00:00+00:00,20.4,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,17
2025-11-10 18:00:00+00:00,19.6,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,18
2025-11-10 19:00:00+00:00,19.2,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,19
2025-11-10 20:00:00+00:00,18.7,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,20
2025-11-10 21:00:00+00:00,18.0,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,21
2025-11-10 22:00:00+00:00,17.6,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,22
2025-11-10 23:00:00+00:00,17.3,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,23
2025-11-11 00:00:00+00:00,17.2,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,24
2025-11-11 01:00:00+00:00,16.7,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,25
2025-11-11 02:00:00+00:00,18.8,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,26
2025-11-11 03:00:00+00:00,21.2,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,27
2025-11-11 04:00:00+00:00,23.9,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,28
2025-11-11 05:00:00+00:00,25.8,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,29
2025-11-11 06:00:00+00:00,26.9,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,30
2025-11-11 07:00:00+00:00,27.6,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,31
2025-11-11 08:00:00+00:00,28.0,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,32
2025-11-11 09:00:00+00:00,28.0,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,33
2025-11-11 10:00:00+00:00,27.6,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,34
2025-11-11 11:00:00+00:00,26.1,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,35
2025-11-11 12:00:00+00:00,24.0,2025-11-10 06:00:00+00:00,2025-11-10 00:00:00+00:00,36
